lnp_id,bioactivity_profile,Bio_InVitro_Log2,Bio_InVivo_Flux,Extracted_raw_expression,Extracted_bio_type,Extracted_numeric_value,Extracted_invitro_log2,Extracted_invivo_value,Extracted_Bio_Ordinal_Class
851,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v.; dose: 0.25 mg/kg mRNA; gene_expression_result: lung-specific expression; biodistribution_result: primarily lung; toxicity_profile: well tolerated,,,lung-specific expression,qualitative,,,,2.0
852,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v.; dose: 0.25 mg/kg mRNA; gene_expression_result: lung-specific expression; biodistribution_result: primarily lung; toxicity_profile: well tolerated,,,lung-specific expression,qualitative,,,,2.0
854,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v. and i.m.; dose: 0.25 mg/kg mRNA; gene_expression_result: liver expression (i.v.), muscle expression (i.m.); biodistribution_result: primarily liver (i.v.); toxicity_profile: well tolerated",,,"liver expression (i.v.), muscle expression (i.m.)",qualitative,,,,
855,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v.; dose: 0.25 mg/kg mRNA; gene_expression_result: lung-specific expression; biodistribution_result: primarily lung; toxicity_profile: well tolerated,,,lung-specific expression,qualitative,,,,2.0
856,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v. and i.m.; dose: 0.25 mg/kg mRNA; gene_expression_result: liver expression (i.v.), muscle expression (i.m.); biodistribution_result: primarily liver (i.v.); toxicity_profile: well tolerated",,,"liver expression (i.v.), muscle expression (i.m.)",qualitative,,,,
857,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v.; dose: 0.25 mg/kg mRNA; gene_expression_result: lung-specific expression; biodistribution_result: primarily lung; toxicity_profile: well tolerated,,,lung-specific expression,qualitative,,,,2.0
858,"cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v. and i.m.; dose: 0.25 mg/kg mRNA; gene_expression_result: liver expression (i.v.), muscle expression (i.m.); biodistribution_result: primarily liver (i.v.); toxicity_profile: well tolerated",,,"liver expression (i.v.), muscle expression (i.m.)",qualitative,,,,
859,cell_line: IGROV1; animal_model: C57BL/6 mice; administration_route: i.v.; dose: 0.25 mg/kg mRNA; gene_expression_result: lung-specific expression; biodistribution_result: primarily lung; toxicity_profile: well tolerated,,,lung-specific expression,qualitative,,,,2.0
862,"cell_line: HepG2, A549; animal_model: BALB/c mice; administration_route: Subcutaneous; dose: 1 Â¥Ã¬g mRNA per mouse (in vivo), 100 ng mRNA per well (in vitro); gene_expression_result: Standard reference for comparison; biodistribution_result: High liver, skin, lymph node accumulation; toxicity_profile: No significant toxicity in mice",,,Standard reference for comparison,qualitative,,,,
863,"cell_line: HepG2, A549; animal_model: BALB/c mice; administration_route: Subcutaneous; dose: 1 Â¥Ã¬g mRNA per mouse (in vivo), 100 ng mRNA per well (in vitro); gene_expression_result: 9.36-fold increase vs manual mixing in HepG2, 4.92-fold in A549; biodistribution_result: High liver, skin, lymph node accumulation; toxicity_profile: No significant toxicity in mice",,,"9.36-fold increase vs manual mixing in HepG2, 4.92-fold in A549",fold_change,9.36,,,3.0
864,"cell_line: HepG2, A549; dose: 100 ng mRNA per well (in vitro); gene_expression_result: Comparable to ALC-0159; toxicity_profile: Cell viability >90%",,,Comparable to ALC-0159,qualitative,,,,2.0
865,"cell_line: HepG2, A549; dose: 100 ng mRNA per well (in vitro); gene_expression_result: 1.70-fold higher than DMG-PEG in HepG2, 1.25-fold in A549; toxicity_profile: Cell viability >90%",,,"1.70-fold higher than DMG-PEG in HepG2, 1.25-fold in A549",fold_change,1.7,,,1.0
866,"cell_line: HepG2, A549; dose: 100 ng mRNA per well (in vitro); gene_expression_result: 20.57-fold lower than DMG-PEG in HepG2; toxicity_profile: Cell viability >90%",,,20.57-fold lower than DMG-PEG in HepG2,fold_change,20.57,,,3.0
867,"cell_line: HepG2, A549; animal_model: BALB/c mice; administration_route: Subcutaneous; dose: 1 Â¥Ã¬g mRNA per mouse (in vivo), 100 ng mRNA per well (in vitro); gene_expression_result: Lower than C16-Ceramide-PEG via microfluidic mixing; biodistribution_result: Mainly injection site and lymph node, minimal liver accumulation; toxicity_profile: No significant toxicity in mice; cytokine_response: Negligible anti-PEG IgM levels",,,Lower than C16-Ceramide-PEG via microfluidic mixing,qualitative,,,,1.0
868,"cell_line: HepG2, A549; animal_model: BALB/c mice; administration_route: Subcutaneous; dose: 1 Â¥Ã¬g mRNA per mouse (in vivo), 100 ng mRNA per well (in vitro); gene_expression_result: Higher than C8-Ceramide-PEG via microfluidic mixing; biodistribution_result: High liver accumulation, highest liver specificity; toxicity_profile: No significant toxicity in mice; cytokine_response: Higher anti-PEG IgM than C8-Ceramide-PEG and ALC-0159",,,Higher than C8-Ceramide-PEG via microfluidic mixing,qualitative,,,,3.0
869,"cell_line: HepG2, A549; dose: 100 ng mRNA per well (in vitro); gene_expression_result: 49.25-fold higher than DSPE-PEG in HepG2; toxicity_profile: Cell viability >90%",,,49.25-fold higher than DSPE-PEG in HepG2,fold_change,49.25,,,3.0
870,"cell_line: HepG2, A549; animal_model: BALB/c mice; administration_route: Subcutaneous; dose: 1 Â¥Ã¬g mRNA per mouse (in vivo), 100 ng mRNA per well (in vitro); gene_expression_result: Lowest among all tested PEG-lipids; biodistribution_result: Lower liver accumulation, higher lymph node specificity; toxicity_profile: No significant toxicity in mice; cytokine_response: Highest anti-PEG IgM production among tested formulations",,,Lowest among all tested PEG-lipids,qualitative,,,,1.0
871,"cell_line: HepG2, A549; animal_model: BALB/c mice; administration_route: Subcutaneous; dose: 500 ng mRNA per mouse (prime-boost strategy); gene_expression_result: Highest spike protein expression among tested formulations; toxicity_profile: No weight loss, normal biochemical markers; cytokine_response: ~60% RBD-ACE2 inhibition after 1st dose, >90% after 2nd dose",,,Highest spike protein expression among tested formulations,qualitative,,,,3.0
872,"cell_line: HepG2, A549; animal_model: BALB/c mice; administration_route: Subcutaneous; dose: 500 ng mRNA per mouse (prime-boost strategy); gene_expression_result: Comparable to C16-Ceramide-PEG; toxicity_profile: No weight loss, normal biochemical markers; cytokine_response: ~60% RBD-ACE2 inhibition after 1st dose, >90% after 2nd dose, negligible anti-PEG response",,,Comparable to C16-Ceramide-PEG,qualitative,,,,2.0
873,"cell_line: HepG2, A549; animal_model: BALB/c mice; administration_route: Subcutaneous; dose: 500 ng mRNA per mouse (prime-boost strategy); gene_expression_result: Comparable to C8-Ceramide-PEG and ALC-0159; toxicity_profile: No weight loss, normal biochemical markers; cytokine_response: ~60% RBD-ACE2 inhibition after 1st dose, >90% after 2nd dose, moderate anti-PEG response",,,Comparable to C8-Ceramide-PEG and ALC-0159,qualitative,,,,2.0
874,"cell_line: HepG2, A549; animal_model: BALB/c mice; administration_route: Subcutaneous; dose: 500 ng mRNA per mouse (prime-boost strategy); gene_expression_result: Lowest spike protein expression, especially in HepG2 cells; toxicity_profile: No weight loss, normal biochemical markers; cytokine_response: Lower vaccination efficacy - 29.9% RBD-ACE2 inhibition after 1st dose, >90% after 2nd dose, highest anti-PEG response",,,"Lowest spike protein expression, especially in HepG2 cells",qualitative,,,,1.0
875,"cell_line: HEK293T, A549; dose: 100 ng mRNA per well; gene_expression_result: 6.0Â¡Â¿10^7 RLU (HEK293T), 3.0Â¡Â¿10^7 RLU (A549)",,,"6.0Â¡Â¿10^7 RLU (HEK293T), 3.0Â¡Â¿10^7 RLU (A549)",RLU,7.0,,,0.0
876,"cell_line: HEK293T, A549; dose: 100 ng mRNA per well; gene_expression_result: 6.0Â¡Â¿10^7 RLU (HEK293T), 1.0Â¡Â¿10^7 RLU (A549)",,,"6.0Â¡Â¿10^7 RLU (HEK293T), 1.0Â¡Â¿10^7 RLU (A549)",RLU,7.0,,,0.0
883,cell_line: HeLa cells (firefly luciferase expressing); dose: 1-10 nM siRNA; gene_expression_result: >80% luciferase knockdown at 5 nM; toxicity_profile: No significant cytotoxicity at 10 nM,,,>80% luciferase knockdown at 5 nM,percentage,80.0,,,3.0
884,"animal_model: C57BL/6 mice; administration_route: IV (tail vein injection); dose: 0.2 mg/kg; gene_expression_result: >90% Factor VII knockdown (microfluidic), ~20% (bulk mixed); biodistribution_result: Hepatic targeting; toxicity_profile: No significant differences in liver histopathology between formulations",,,">90% Factor VII knockdown (microfluidic), ~20% (bulk mixed)",percentage,90.0,,,3.0
885,"animal_model: C57BL/6 mice; administration_route: IV (tail vein injection); dose: 0.2 mg/kg; gene_expression_result: 5-fold increase in luciferase expression compared to bulk mixed; biodistribution_result: Hepatic expression; toxicity_profile: No clinically significant differences in liver enzymes (AST, ALT, ALP)",,,5-fold increase in luciferase expression compared to bulk mixed,fold_change,5.0,,,3.0
887,cell_line: HeLa cells (firefly luciferase expressing); dose: 1-10 nM siRNA; gene_expression_result: Equivalent knockdown to microfluidic formulations in vitro; toxicity_profile: No significant cytotoxicity,,,Equivalent knockdown to microfluidic formulations in vitro,qualitative,,,,
888,cell_line: HepG2; animal_model: Balb/c mice; administration_route: IV; dose: 3 mg/kg; gene_expression_result: IC50 0.653 nM (in vitro); biodistribution_result: 52% relative serum cholesterol level,,,IC50 0.653 nM (in vitro),qualitative,,,,
889,cell_line: HepG2; gene_expression_result: IC50 18.4 nM (in vitro),,,IC50 18.4 nM (in vitro),qualitative,,,,
911,cell_line: HEK293T; dose: 20 Â¥Ã¬L of mRNA-LNP suspension per well; gene_expression_result: 4.0Â¡Â¿10^8 normalized RLU,,,4.0Â¡Â¿10^8 normalized RLU,qualitative,,,,
922,"cell_line: HepG2 cells; animal_model: C57BL/6 mice; administration_route: intramuscular; dose: 50 ng per 5,000 cells (in vitro), 5 Â¥Ã¬g per mouse (in vivo); gene_expression_result: normalized luminescence ~150 (HepG2); biodistribution_result: injection site and inguinal lymph nodes, some liver transfection",,,normalized luminescence ~150 (HepG2),qualitative,,,,
923,"cell_line: HepG2 cells; animal_model: C57BL/6 mice; administration_route: intramuscular; dose: 50 ng per 5,000 cells (in vitro), 5 Â¥Ã¬g per mouse (in vivo); gene_expression_result: normalized luminescence ~150 (HepG2); biodistribution_result: injection site and inguinal lymph nodes, some liver transfection",,,normalized luminescence ~150 (HepG2),qualitative,,,,
924,animal_model: C57BL/6 mice; administration_route: intramuscular; dose: 1 Â¥Ã¬g mRNA per mouse; gene_expression_result: S1-specific IgG titers (10^6 to 10^8),,,S1-specific IgG titers (10^6 to 10^8),qualitative,,,,2.0
925,animal_model: C57BL/6 mice; administration_route: intramuscular; dose: 1 Â¥Ã¬g mRNA per mouse; gene_expression_result: S1-specific IgG titers (10^6 to 10^8),,,S1-specific IgG titers (10^6 to 10^8),qualitative,,,,2.0
928,"cell_line: Jurkat cells; dose: 60 ng per 60,000 cells; gene_expression_result: mCherry positive cells ~100%",,,mCherry positive cells ~100%,percentage,100.0,,,3.0
929,"cell_line: Jurkat cells; dose: 60 ng per 60,000 cells; gene_expression_result: GFP positive cells ~100%",,,GFP positive cells ~100%,percentage,100.0,,,3.0
931,"cell_line: HepG2 cells; dose: 50 ng per 5,000 cells; gene_expression_result: normalized luminescence ~80 (significantly lower than microfluidic)",,,normalized luminescence ~80 (significantly lower than microfluidic),qualitative,,,,1.0
932,"cell_line: Hep3B, Huh7; dose: 100 ng/mL and 500 ng/mL mRNA; gene_expression_result: Luciferase expression varied by particle size, with medium-sized LNPs (105 nm) showing highest expression",,,"Luciferase expression varied by particle size, with medium-sized LNPs (105 nm) showing highest expression",qualitative,,,,3.0
933,"cell_line: Hep3B, Huh7; dose: 100 ng/mL and 500 ng/mL mRNA; gene_expression_result: Target ~80 nm particle size achieved via Bayesian optimization",,,Target ~80 nm particle size achieved via Bayesian optimization,qualitative,,,,2.0
934,"cell_line: Hep3B, Huh7; dose: 100 ng/mL and 500 ng/mL mRNA; gene_expression_result: Target ~80 nm particle size achieved via Bayesian optimization",,,Target ~80 nm particle size achieved via Bayesian optimization,qualitative,,,,2.0
935,"cell_line: Hep3B, Huh7; dose: 100 ng/mL and 500 ng/mL mRNA; gene_expression_result: Target ~200 nm particle size achieved via Bayesian optimization",,,Target ~200 nm particle size achieved via Bayesian optimization,qualitative,,,,2.0
936,"cell_line: Hep3B, Huh7; dose: 100 ng/mL and 500 ng/mL mRNA; gene_expression_result: Target ~200 nm particle size achieved via Bayesian optimization",,,Target ~200 nm particle size achieved via Bayesian optimization,qualitative,,,,2.0
937,"cell_line: Hep3B, Huh7; dose: 100 ng/mL and 500 ng/mL mRNA; gene_expression_result: Small size category for protein expression studies",,,Small size category for protein expression studies,qualitative,,,,
938,"cell_line: Hep3B, Huh7; dose: 100 ng/mL and 500 ng/mL mRNA; gene_expression_result: Medium size category showed highest protein expression levels",,,Medium size category showed highest protein expression levels,qualitative,,,,3.0
939,"cell_line: Hep3B, Huh7; dose: 100 ng/mL and 500 ng/mL mRNA; gene_expression_result: Large size category for protein expression studies",,,Large size category for protein expression studies,qualitative,,,,
940,"cell_line: Hep3B, Huh7; dose: 100 ng/mL and 500 ng/mL mRNA; gene_expression_result: Extra-large size category showed lowest protein expression levels",,,Extra-large size category showed lowest protein expression levels,qualitative,,,,1.0
942,"animal_model: C57BL/6 mice (female, 18-22g); administration_route: IV (tail vein); dose: 0.75 mg/kg EPO mRNA; gene_expression_result: 2100 Â¡Â¾ 500 ng/mL serum EPO at 6h; biodistribution_result: predominantly liver with minimal spleen translation; toxicity_profile: no animal mortality, similar weight loss profiles",,,2100 Â¡Â¾ 500 ng/mL serum EPO at 6h,concentration,500.0,,,3.0
943,"animal_model: C57BL/6 mice (female, 18-22g); administration_route: IV (tail vein); dose: 0.75 mg/kg EPO mRNA; gene_expression_result: 500 Â¡Â¾ 200 ng/mL serum EPO at 6h; biodistribution_result: predominantly liver with minimal spleen translation; toxicity_profile: no animal mortality, similar weight loss profiles",,,500 Â¡Â¾ 200 ng/mL serum EPO at 6h,concentration,200.0,,,2.0
944,"animal_model: C57BL/6 mice (female, 18-22g); administration_route: IV (tail vein); dose: 0.75 mg/kg EPO mRNA; gene_expression_result: 14200 Â¡Â¾ 1500 ng/mL serum EPO at 6h; biodistribution_result: predominantly liver with minimal spleen translation; toxicity_profile: no animal mortality, similar weight loss profiles",,,14200 Â¡Â¾ 1500 ng/mL serum EPO at 6h,concentration,1500.0,,,3.0
945,"animal_model: C57BL/6 mice (female, 18-22g); administration_route: IV (tail vein); dose: 0.75 mg/kg EPO mRNA; gene_expression_result: 140 Â¡Â¾ 3 ng/mL serum EPO at 6h; biodistribution_result: predominantly liver with minimal spleen translation; toxicity_profile: no animal mortality, similar weight loss profiles",,,140 Â¡Â¾ 3 ng/mL serum EPO at 6h,concentration,3.0,,,1.0
949,"cell_line: Macrophages, HeLa, BMDCs, BMDMs, B16F10, B16-OVA; animal_model: C57BL/6 mice; administration_route: subcutaneous; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: 6.88Â¡Â¾0.08E+04 RLU (in vitro macrophage), 1.8Â¡Â¾0.4E+07 (in vivo s.c. 0.5mg/kg); biodistribution_result: local injection site and draining lymph nodes; toxicity_profile: AST: 31.7Â¡Â¾5.6 IU/L, ALT: 132.3Â¡Â¾22.4 IU/L, Histology: OK; cytokine_response: CTL lysis: 53.3Â¡Â¾12.6%, ELISpot: 159.7Â¡Â¾56.2 spots, Antibody titer: 200.3Â¡Â¾25.7 RLU",,,"6.88Â¡Â¾0.08E+04 RLU (in vitro macrophage), 1.8Â¡Â¾0.4E+07 (in vivo s.c. 0.5mg/kg)",RLU,800.0,,,0.0
950,"cell_line: Macrophages, HeLa, BMDCs, BMDMs; animal_model: C57BL/6 mice; administration_route: subcutaneous; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: 5.01Â¡Â¾0.80E+04 RLU (in vitro macrophage), 1.6Â¡Â¾0.3E+07 (in vivo s.c. 0.5mg/kg); biodistribution_result: local injection site and draining lymph nodes; toxicity_profile: AST: 31.3Â¡Â¾2.8 IU/L, ALT: 113.7Â¡Â¾8.5 IU/L, Histology: OK; cytokine_response: CTL lysis: 27.2Â¡Â¾1.7%, ELISpot: 14.7Â¡Â¾2.5 spots, Antibody titer: 49.5Â¡Â¾19.8 RLU",,,"5.01Â¡Â¾0.80E+04 RLU (in vitro macrophage), 1.6Â¡Â¾0.3E+07 (in vivo s.c. 0.5mg/kg)",RLU,8000.0,,,1.0
951,"cell_line: Macrophages, HeLa, BMDCs, BMDMs; animal_model: C57BL/6 mice; administration_route: subcutaneous; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: 1.54Â¡Â¾0.12E+05 RLU (in vitro macrophage), 2.0Â¡Â¾0.2E+07 (in vivo s.c. 0.5mg/kg); biodistribution_result: local injection site and draining lymph nodes; toxicity_profile: AST: 29.6Â¡Â¾8.1 IU/L, ALT: 124.3Â¡Â¾52.4 IU/L, Histology: OK; cytokine_response: CTL lysis: 81.4Â¡Â¾3.3%, ELISpot: 357.3Â¡Â¾48.7 spots, Antibody titer: 258.3Â¡Â¾62.8 RLU",,,"1.54Â¡Â¾0.12E+05 RLU (in vitro macrophage), 2.0Â¡Â¾0.2E+07 (in vivo s.c. 0.5mg/kg)",RLU,12000.0,,,1.0
952,"cell_line: Macrophages, HeLa, BMDCs, BMDMs; animal_model: C57BL/6 mice; administration_route: subcutaneous; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: 7.92Â¡Â¾1.69E+04 RLU (in vitro macrophage), 2.7Â¡Â¾0.4E+07 (in vivo s.c. 0.5mg/kg); biodistribution_result: local injection site and draining lymph nodes; toxicity_profile: AST: 31.5Â¡Â¾4.0 IU/L, ALT: 128.3Â¡Â¾13.3 IU/L, Histology: OK; cytokine_response: CTL lysis: 96.6Â¡Â¾2.1%, ELISpot: 854.3Â¡Â¾60.3 spots, Antibody titer: 457.2Â¡Â¾22.2 RLU",,,"7.92Â¡Â¾1.69E+04 RLU (in vitro macrophage), 2.7Â¡Â¾0.4E+07 (in vivo s.c. 0.5mg/kg)",RLU,16900.0,,,1.0
953,"cell_line: Macrophages, HeLa, BMDCs, BMDMs, B16F10, TC-1, B16-OVA; animal_model: C57BL/6 mice; administration_route: subcutaneous; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: 4.01Â¡Â¾0.60E+05 RLU (in vitro macrophage), 4.4Â¡Â¾0.6E+08 (in vivo s.c. 0.5mg/kg); biodistribution_result: local injection site and draining lymph nodes; toxicity_profile: AST: 29.5Â¡Â¾1.5 IU/L, ALT: 134.3Â¡Â¾4.3 IU/L, Histology: OK; cytokine_response: CTL lysis: 88.7Â¡Â¾3.5%, ELISpot: 745.0Â¡Â¾13.8 spots, Antibody titer: 379.4Â¡Â¾23.2 RLU, strong STING pathway activation",,,"4.01Â¡Â¾0.60E+05 RLU (in vitro macrophage), 4.4Â¡Â¾0.6E+08 (in vivo s.c. 0.5mg/kg)",RLU,60000.0,,,1.0
954,"cell_line: Macrophages, HeLa, BMDCs, BMDMs; animal_model: C57BL/6 mice; administration_route: subcutaneous; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: 3.08Â¡Â¾0.51E+05 RLU (in vitro macrophage), 1.6Â¡Â¾0.05E+08 (in vivo s.c. 0.5mg/kg); biodistribution_result: local injection site and draining lymph nodes; toxicity_profile: AST: 25.5Â¡Â¾0.5 IU/L, ALT: 105.5Â¡Â¾5.5 IU/L, Histology: OK; cytokine_response: CTL lysis: 93.2Â¡Â¾2.8%, ELISpot: 478.0Â¡Â¾71.2 spots, Antibody titer: 406.2Â¡Â¾95.1 RLU",,,"3.08Â¡Â¾0.51E+05 RLU (in vitro macrophage), 1.6Â¡Â¾0.05E+08 (in vivo s.c. 0.5mg/kg)",RLU,51000.0,,,1.0
955,"cell_line: Macrophages, HeLa, BMDCs, BMDMs; animal_model: C57BL/6 mice; administration_route: subcutaneous; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: 3.41Â¡Â¾0.22E+04 RLU (in vitro macrophage), 1.2Â¡Â¾0.1E+07 (in vivo s.c. 0.5mg/kg); biodistribution_result: local injection site and draining lymph nodes; toxicity_profile: AST: 31.5Â¡Â¾0.5 IU/L, ALT: 117.5Â¡Â¾6.5 IU/L, Histology: OK; cytokine_response: CTL lysis: 20.9Â¡Â¾1.3%, ELISpot: 39.3Â¡Â¾7.4 spots, Antibody titer: 116.3Â¡Â¾73.2 RLU",,,"3.41Â¡Â¾0.22E+04 RLU (in vitro macrophage), 1.2Â¡Â¾0.1E+07 (in vivo s.c. 0.5mg/kg)",RLU,2200.0,,,1.0
956,"cell_line: Macrophages, HeLa, BMDCs, BMDMs; animal_model: C57BL/6 mice; administration_route: subcutaneous; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: 9.71Â¡Â¾1.45E+04 RLU (in vitro macrophage), 1.4Â¡Â¾0.2E+07 (in vivo s.c. 0.5mg/kg); biodistribution_result: local injection site and draining lymph nodes; toxicity_profile: AST: 27.5Â¡Â¾2.5 IU/L, ALT: 124.5Â¡Â¾5.5 IU/L, Histology: OK; cytokine_response: CTL lysis: 11.5Â¡Â¾4.5%, ELISpot: 5.3Â¡Â¾0.6 spots, Antibody titer: 30.2Â¡Â¾1.9 RLU",,,"9.71Â¡Â¾1.45E+04 RLU (in vitro macrophage), 1.4Â¡Â¾0.2E+07 (in vivo s.c. 0.5mg/kg)",RLU,14500.0,,,1.0
957,"cell_line: Macrophages, HeLa, BMDCs, BMDMs; animal_model: C57BL/6 mice; administration_route: subcutaneous; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: 1.43Â¡Â¾0.05E+05 RLU (in vitro macrophage), 1.1Â¡Â¾0.02E+07 (in vivo s.c. 0.5mg/kg); biodistribution_result: local injection site and draining lymph nodes; toxicity_profile: AST: 39.3Â¡Â¾5.8 IU/L, ALT: 122.7Â¡Â¾10.5 IU/L, Histology: OK; cytokine_response: CTL lysis: 26.5Â¡Â¾2.9%, ELISpot: 36.3Â¡Â¾2.5 spots, Antibody titer: 40.3Â¡Â¾1.8 RLU",,,"1.43Â¡Â¾0.05E+05 RLU (in vitro macrophage), 1.1Â¡Â¾0.02E+07 (in vivo s.c. 0.5mg/kg)",RLU,5000.0,,,1.0
958,"cell_line: HeLa, BMDCs, BMDMs, B16F10, TC-1, B16-OVA; animal_model: C57BL/6 mice; administration_route: subcutaneous; dose: 15 Â¥Ã¬g mRNA per mouse; gene_expression_result: control lipid for comparison; biodistribution_result: local injection site and draining lymph nodes; toxicity_profile: no observable toxicity; cytokine_response: minimal immune activation compared to cyclic lipids",,,control lipid for comparison,qualitative,,,,
959,animal_model: C57BL/6 mice; administration_route: subcutaneous; gene_expression_result: 6.0E+07 (optimized formulation),,,6.0E+07 (optimized formulation),numeric_raw,60000000.0,,,
960,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 3.9E+07 RLU (in vivo i.m.), 2.2E+07 RLU (HeLa), 2.0E+06 RLU (B16F10)",,,"3.9E+07 RLU (in vivo i.m.), 2.2E+07 RLU (HeLa), 2.0E+06 RLU (B16F10)",RLU,39000000.0,,,3.0
961,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 3.5E+07 RLU (in vivo i.m.), 1.7E+07 RLU (HeLa), 2.0E+06 RLU (B16F10)",,,"3.5E+07 RLU (in vivo i.m.), 1.7E+07 RLU (HeLa), 2.0E+06 RLU (B16F10)",RLU,35000000.0,,,3.0
962,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 5.9E+07 RLU (in vivo i.m.), 6.9E+06 RLU (HeLa), 1.3E+06 RLU (B16F10)",,,"5.9E+07 RLU (in vivo i.m.), 6.9E+06 RLU (HeLa), 1.3E+06 RLU (B16F10)",RLU,59000000.0,,,3.0
963,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 2.1E+07 RLU (in vivo i.m.), 1.2E+07 RLU (HeLa), 2.2E+06 RLU (B16F10)",,,"2.1E+07 RLU (in vivo i.m.), 1.2E+07 RLU (HeLa), 2.2E+06 RLU (B16F10)",RLU,21000000.0,,,3.0
964,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 7.5E+06 RLU (in vivo i.m.), 1.2E+07 RLU (HeLa), 6.1E+06 RLU (B16F10)",,,"7.5E+06 RLU (in vivo i.m.), 1.2E+07 RLU (HeLa), 6.1E+06 RLU (B16F10)",RLU,7500000.0,,,2.0
965,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 7.9E+06 RLU (in vivo i.m.), 1.4E+04 RLU (HeLa), 4.8E+03 RLU (B16F10)",,,"7.9E+06 RLU (in vivo i.m.), 1.4E+04 RLU (HeLa), 4.8E+03 RLU (B16F10)",RLU,7900000.0,,,2.0
966,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 1.1E+07 RLU (in vivo i.m.), 4.9E+06 RLU (HeLa), 2.7E+06 RLU (B16F10)",,,"1.1E+07 RLU (in vivo i.m.), 4.9E+06 RLU (HeLa), 2.7E+06 RLU (B16F10)",RLU,11000000.0,,,3.0
967,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 9.6E+06 RLU (in vivo i.m.), 3.5E+06 RLU (HeLa), 9.7E+05 RLU (B16F10)",,,"9.6E+06 RLU (in vivo i.m.), 3.5E+06 RLU (HeLa), 9.7E+05 RLU (B16F10)",RLU,9600000.0,,,2.0
968,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 3.2E+07 RLU (in vivo i.m.), 1.7E+07 RLU (HeLa), 1.6E+06 RLU (B16F10)",,,"3.2E+07 RLU (in vivo i.m.), 1.7E+07 RLU (HeLa), 1.6E+06 RLU (B16F10)",RLU,32000000.0,,,3.0
969,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 2.0E+06 RLU (in vivo i.m.), 4.2E+06 RLU (HeLa), 9.2E+05 RLU (B16F10)",,,"2.0E+06 RLU (in vivo i.m.), 4.2E+06 RLU (HeLa), 9.2E+05 RLU (B16F10)",RLU,2000000.0,,,2.0
970,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 2.2E+07 RLU (in vivo i.m.), 2.5E+07 RLU (HeLa), 1.6E+06 RLU (B16F10)",,,"2.2E+07 RLU (in vivo i.m.), 2.5E+07 RLU (HeLa), 1.6E+06 RLU (B16F10)",RLU,22000000.0,,,3.0
971,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 4.2E+07 RLU (in vivo i.m.), 1.5E+07 RLU (HeLa), 2.0E+06 RLU (B16F10)",,,"4.2E+07 RLU (in vivo i.m.), 1.5E+07 RLU (HeLa), 2.0E+06 RLU (B16F10)",RLU,42000000.0,,,3.0
972,"cell_line: HeLa, B16F10; animal_model: C57BL/6 mice; administration_route: intramuscular; gene_expression_result: 1.9E+07 RLU (in vivo i.m.), 4.0E+06 RLU (HeLa), 5.5E+05 RLU (B16F10)",,,"1.9E+07 RLU (in vivo i.m.), 4.0E+06 RLU (HeLa), 5.5E+05 RLU (B16F10)",RLU,19000000.0,,,3.0
